Date,btc_tweets,btc_activeaddresses,btc_mining_profitability,btc_transactionfees,btc_median_transaction_fee,btc_mediantransactionvalue,sub_growth_%chg,btc_gtrends,buybitcoin_gtrends,ETH_gtrends,crypto_gtrends
2018-03-08,0,762458,0.788,1.765,0.265,717.617,0.0008165329484215444,21.428571428571427,0.0,1.2959761138364567,4.194225081691654
2018-03-09,0,710720,0.64,1.571,0.2,726.92,0.0008158667663251684,23.382375532831446,0.08598609975542135,1.7254782841280782,3.4064527659460073
2018-03-10,0,636583,0.708,2.387,0.374,603.469,0.0008152016703744103,17.894675152677124,0.04299304987771067,1.1503188560853854,2.433180547104291
2018-03-11,0,684854,0.789,2.382,0.304,541.044,0.0008145376579151709,16.94029247786768,0.08598609975542135,1.4378985701067317,2.67649860181472
2018-03-12,0,737014,0.718,1.681,0.214,565.518,0.0008138747263017887,19.564844833593657,0.04299304987771067,1.4378985701067317,2.67649860181472
2018-03-13,0,640393,0.687,2.839,0.807,647.564,0.0008132128728974841,18.610462158784213,0.04299304987771067,1.4378985701067317,2.919816656525149
2018-03-14,0,467570,0.662,1.705,0.443,772.744,0.0008125520950739151,21.47361018321255,0.04299304987771067,1.7254782841280782,3.163134711235578
2018-03-15,0,494451,0.642,1.445,0.218,750.151,0.0008118923902111774,23.85956687023617,0.04299304987771067,1.4378985701067317,3.4064527659460073
2018-03-16,0,489203,0.675,1.322,0.207,679.697,0.0008112337556982485,20.04203617099838,0.04299304987771067,1.4378985701067317,2.433180547104291
2018-03-17,0,367021,0.594,1.129,0.151,574.212,0.0008105761889323215,18.133270821379487,0.04299304987771067,1.1503188560853854,2.433180547104291
2018-03-18,0,438266,0.596,1.187,0.131,767.289,0.0008099196873188053,21.712205851914913,0.08598609975542135,1.4378985701067317,3.163134711235578
2018-03-19,0,483206,0.609,1.345,0.156,645.288,0.0008092642482717682,20.757823177105465,0.04299304987771067,1.7254782841280782,2.919816656525149
2018-03-20,0,453198,0.58,1.39,0.251,654.872,0.0008086098692139387,19.326249164891298,0.08598609975542135,1.4378985701067317,2.67649860181472
2018-03-21,0,466555,0.708,1.434,0.205,629.759,0.0008079565475755945,18.610462158784213,0.04299304987771067,1.4378985701067317,2.67649860181472
2018-03-22,0,472231,0.641,1.32,0.183,600.534,0.0008073042807961173,18.849057827486572,0.08598609975542135,1.4378985701067317,2.433180547104291
2018-03-23,0,501861,0.635,1.249,0.178,614.157,0.000806653066322438,16.463101140462957,0.04299304987771067,1.1503188560853854,2.1898624923938614
2018-03-24,0,410341,0.665,1.232,0.163,575.69,0.0008060029016103698,14.792931459546425,0.04299304987771067,0.8627391420640391,2.1898624923938614
2018-03-25,0,347133,0.588,1.281,0.174,541.385,0.000805353784123719,15.031527128248788,0.04299304987771067,1.1503188560853854,2.1898624923938614
2018-03-26,0,474697,0.628,1.184,0.157,627.224,0.0008047057113338418,20.04203617099838,0.04299304987771067,1.4378985701067317,2.67649860181472
2018-03-27,0,503427,0.601,1.175,0.155,537.295,0.000804058680721198,18.849057827486572,0.04299304987771067,1.4378985701067317,2.67649860181472
2018-03-28,0,452296,0.529,1.078,0.16,558.704,0.000803412689773797,16.701696809165316,0.04299304987771067,1.4378985701067317,2.67649860181472
2018-03-29,0,461083,0.597,1.068,0.146,575.458,0.0008027677359878638,20.519227508403105,0.04299304987771067,1.4378985701067317,2.919816656525149
2018-03-30,0,479054,0.51,0.958,0.129,563.905,0.000802123816867395,23.143779864129083,0.04299304987771067,1.4378985701067317,2.919816656525149
2018-03-31,0,377428,0.463,0.95,0.127,494.839,0.0008014809299246028,16.701696809165316,0.04299304987771067,1.1503188560853854,1.9465444376834324
2018-04-01,0,358431,0.551,0.925,0.128,443.7,0.0008008390726799153,18.37186649008185,0.04299304987771067,1.4378985701067317,2.433180547104291
2018-04-02,0,405224,0.502,0.892,0.12,504.634,0.0008001982426613097,20.04203617099838,0.04299304987771067,0.8627391420640391,2.1898624923938614
2018-04-03,0,491273,0.546,0.929,0.122,557.97,0.0007995584374049791,18.133270821379487,0.04299304987771067,1.1503188560853854,2.1898624923938614
2018-04-04,0,468256,0.502,0.951,0.138,577.756,0.0007989196544544441,17.17888814657004,0.04299304987771067,1.1503188560853854,2.1898624923938614
2018-04-05,0,449931,0.5,0.913,0.127,548.65,0.0007982818913616629,18.37186649008185,0.04299304987771067,1.1503188560853854,2.433180547104291
2018-04-06,0,548967,0.448,1.334,0.165,504.688,0.0007976451456859213,19.08765349618893,0.04299304987771067,1.1503188560853854,2.433180547104291
2018-04-07,52476,404330,0.543,1.216,0.137,440.529,0.0007970094149951645,15.270122796951147,0.04299304987771067,0.8627391420640391,1.9465444376834324
2018-04-08,52796,330211,0.505,1.066,0.131,382.685,0.0007963746968637775,14.07714445343934,0.04299304987771067,1.1503188560853854,1.9465444376834324
2018-04-09,59029,439488,0.454,0.879,0.141,499.715,0.0007957409888750266,16.94029247786768,0.04299304987771067,1.1503188560853854,2.433180547104291
2018-04-10,59044,459720,0.535,0.84,0.136,498.909,0.000795108288619284,16.463101140462957,0.04299304987771067,1.1503188560853854,2.1898624923938614
2018-04-11,61072,448320,0.492,0.859,0.134,521.098,0.0007944765936944709,15.031527128248788,0.04299304987771067,1.1503188560853854,1.9465444376834324
2018-04-12,68886,504382,0.517,1.246,0.313,567.172,0.0007938459017065025,18.610462158784213,0.04299304987771067,1.1503188560853854,2.433180547104291
2018-04-13,64178,530298,0.608,1.341,0.415,543.816,0.0007932162102688434,19.08765349618893,0.04299304987771067,1.4378985701067317,2.67649860181472
2018-04-14,50026,409997,0.46,1.179,0.308,448.536,0.0007925875170022856,14.554335790844066,0.04299304987771067,1.1503188560853854,1.9465444376834324
2018-04-15,52494,462054,0.615,1.152,0.251,470.289,0.0007919598195353927,14.554335790844066,0.04299304987771067,0.8627391420640391,1.9465444376834324
2018-04-16,56538,516625,0.503,1.064,0.181,551.331,0.0007913331155040559,15.270122796951147,0.04299304987771067,1.1503188560853854,2.1898624923938614
2018-04-17,56111,516858,0.568,1.047,0.157,534.091,0.0007907074025517158,14.3157401221417,0.04299304987771067,1.1503188560853854,2.67649860181472
2018-04-18,56720,483004,0.536,1.02,0.151,527.226,0.0007900826783293624,14.792931459546425,0.04299304987771067,1.1503188560853854,2.67649860181472
2018-04-19,57013,512770,0.579,1.069,0.153,561.15,0.0007894589404950914,14.792931459546425,0.04299304987771067,1.4378985701067317,2.67649860181472
2018-04-20,57190,554891,0.459,1.183,0.172,566.932,0.0007888361867149918,15.270122796951147,0.04299304987771067,1.1503188560853854,2.67649860181472
2018-04-21,56176,509176,0.649,1.293,0.199,474.105,0.0007882144146618142,14.792931459546425,0.08598609975542135,1.1503188560853854,2.1898624923938614
