Date,JPY%,Close_JPY
2018-01-02,0.0009230493362455405,112.7699966430664
2018-01-03,-0.004664302233091444,112.24400329589844
2018-01-04,0.003234016533118611,112.60700225830078
2018-01-05,0.0015629123368650077,112.78299713134766
2018-01-08,0.0032895224165176984,113.15399932861328
2018-01-09,-0.0001148919910775037,113.14099884033203
2018-01-10,-0.0034116862222403066,112.75499725341797
2018-01-11,-0.011626952607083685,111.44400024414062
2018-01-12,-0.0013459811703662172,111.29399871826172
2018-01-15,-0.0017431330204221718,111.0999984741211
2018-01-16,-0.004671441939791743,110.58100128173828
2018-01-17,-0.0017453341100186481,110.38800048828125
2018-01-18,0.00895023877624479,111.3759994506836
2018-01-19,-0.0031424945755577083,111.0260009765625
2018-01-22,-0.003080385365987759,110.68399810791016
2018-01-23,0.0025478417375532914,110.96600341796875
2018-01-24,-0.007741120101734444,110.10700225830078
2018-01-25,-0.007093153417643938,109.32599639892578
2018-01-26,0.0034576038078444338,109.7040023803711
2018-01-29,-0.0097079634133459,108.63899993896484
2018-01-30,0.0026418004918842275,108.9260025024414
2018-01-31,-0.0017810278508685329,108.73200225830078
2018-02-01,0.004313303635399501,109.20099639892578
2018-02-02,0.0018772890158051947,109.40599822998047
2018-02-05,0.005749277391598584,110.03500366210938
2018-02-06,-0.008542758305282283,109.09500122070312
2018-02-07,0.004876462484177502,109.62699890136719
2018-02-08,-0.003931511034495738,109.19599914550781
2018-02-09,-0.006108280725612758,108.52899932861328
2018-02-12,0.0024970627649847366,108.80000305175781
2018-02-13,-0.0010110349932548335,108.69000244140625
2018-02-14,-0.008519665853725655,107.76399993896484
2018-02-15,-0.010922032903303736,106.58699798583984
2018-02-16,-0.004465816035722492,106.11100006103516
2018-02-19,0.0014136284248817965,106.26100158691406
2018-02-20,0.0042160156612920385,106.70899963378906
2018-02-21,0.006297473246105856,107.38099670410156
2018-02-22,0.0016204319797263889,107.55500030517578
2018-02-23,-0.006889473407564739,106.81400299072266
2018-02-26,0.002434086351566833,107.0739974975586
2018-02-27,-4.667102690436575e-05,107.06900024414062
2018-02-28,0.0033343195274704307,107.4260025024414
2018-03-01,-0.007316693300349786,106.63999938964844
2018-03-02,-0.004472968662962873,106.16300201416016
2018-03-05,-0.005717644064170524,105.55599975585938
2018-03-06,0.006574711487227436,106.25
2018-03-07,-0.00671056410845583,105.53700256347656
2018-03-08,0.0061494492930138644,106.18599700927734
2018-03-09,0.002071847766178747,106.40599822998047
2018-03-12,0.004558019457731266,106.89099884033203
2018-03-13,-0.005903179041708784,106.26000213623047
2018-03-14,0.0023339082782518616,106.50800323486328
2018-03-15,-0.0033143467612286592,106.15499877929688
2018-03-16,0.0014507025611998348,106.30899810791016
2018-03-19,-0.003198189654139205,105.96900177001953
2018-03-20,0.00025479552317286824,105.99600219726562
2018-03-21,0.0044624284213439225,106.46900177001953
2018-03-22,-0.005071907377264484,105.92900085449219
2018-03-23,-0.009072100439013076,104.96800231933594
2018-03-26,-0.0010384227313039451,104.85900115966797
2018-03-27,0.006112959624286152,105.5
2018-03-28,-6.63865799022112e-05,105.49299621582031
2018-03-29,0.012503202027196014,106.81199645996094
2018-03-30,-0.003117629050499948,106.47899627685547
2018-04-02,-0.0015683827114627569,106.31199645996094
2018-04-03,-0.0048253525092996075,105.79900360107422
2018-04-04,0.006020788348867434,106.43599700927734
2018-04-05,0.003175664957490998,106.77400207519531
2018-04-06,0.0026036289033533055,107.052001953125
2018-04-09,-0.0007846619610705208,106.96800231933594
2018-04-10,-0.0020473577637333262,106.7490005493164
2018-04-11,0.003409853124739737,107.11299896240234
2018-04-12,-0.0026513736407560717,106.8290023803711
2018-04-13,0.00367875514085525,107.22200012207031
2018-04-16,0.002574107704093276,107.49800109863281
2018-04-17,-0.004204761710770555,107.0459976196289
2018-04-18,-0.00028024195172127175,107.01599884033203
2018-04-19,0.0030836681863526394,107.34600067138672
2018-04-20,0.0008011340396323341,107.43199920654297
2018-04-23,0.004067727423700873,107.86900329589844
2018-04-24,0.008269273505464358,108.76100158691406
2018-04-25,0.000386166146704392,108.8030014038086
2018-04-26,0.0051560802738821465,109.36399841308594
2018-04-27,-0.0005851593052258464,109.30000305175781
2018-04-30,-0.0018481562064389667,109.0979995727539
2018-05-01,0.002062351967975884,109.322998046875
2018-05-02,0.005021849115762533,109.87200164794922
2018-05-03,-0.00040955082523652653,109.8270034790039
2018-05-04,-0.00665594784944612,109.09600067138672
2018-05-07,0.0004583399157631618,109.14600372314453
2018-05-08,-0.0018599208652881893,108.94300079345703
2018-05-09,0.0007435198328329395,109.02400207519531
2018-05-10,0.007548778536925926,109.84700012207031
2018-05-11,-0.0037415961504294604,109.43599700927734
2018-05-14,-0.0008954966869411107,109.33799743652344
2018-05-15,0.003594407985402448,109.73100280761719
2018-05-16,0.005158015950037731,110.2969970703125
2018-05-17,0.0005621557340853567,110.35900115966797
2018-05-18,0.0042497826646779036,110.8280029296875
