Date,Close,vol%_chg1d,vol%_chg3d,vol%_chg8d,range,range%,Target,Target_1d,JPY%,Close_JPY,btc_tweets,btc_activeaddresses,btc_mining_profitability,btc_transactionfees,btc_median_transaction_fee,btc_mediantransactionvalue,sub_growth_%chg,btc_gtrends,buybitcoin_gtrends,ETH_gtrends,crypto_gtrends
2018-01-15,13819.7998046875,0.1503685775618524,0.05678079523649071,-0.19634441173602332,1.0589222599220949,-0.03183748854445356,1.0,0.0,-0.0017431330204221718,111.0999984741211,76852,813490,2.053,25.987,13.139000000000001,2885.0,0.0065144720232923605,37.5,0.0,2.591952227672913,8.388450163383308
2018-01-16,11490.5,0.4786366443882337,0.4771537908643082,0.023889570669508583,1.3578454991188338,0.2822900703010349,0.0,0.0,-0.004671441939791743,110.58100128173828,102135,874574,1.867,24.48,12.664000000000001,2746.0,0.0075184653003603765,76.78571428571429,0.0,2.591952227672913,14.679787785920787
2018-01-17,11188.599609375,-0.0012305075941588806,0.6988840680556627,0.13028814413888146,1.2420378388119169,-0.08528780364339672,0.0,1.0,-0.0017453341100186481,110.38800048828124,111394,957141,1.5290000000000001,22.989,12.331,2530.0,0.008506965077657247,100.0,0.0,2.591952227672913,12.582675245074961
2018-01-18,11474.900390625,-0.20234089923584744,0.17799665642811213,-0.18812163796601888,1.1064473205106238,-0.10916778383418137,1.0,1.0,0.00895023877624479,111.3759994506836,100366,931879,1.7480000000000002,24.552,13.174000000000001,2665.0,0.006611713773576611,69.64285714285714,0.0,2.591952227672913,10.485562704229134
2018-01-19,11607.400390625,-0.2849457802334944,-0.4303323380719679,-0.3504091454154198,1.0734597993222164,-0.02981391032081282,1.0,1.0,-0.0031424945755577087,111.0260009765625,57244,858958,1.7169999999999999,23.337,11.901,2140.0,0.00538525524507838,50.0,0.0,1.2959761138364567,8.388450163383308
2018-01-20,12899.2001953125,0.09881384411677674,-0.3732700906148578,-0.021880163728654426,1.1241227656049804,0.0471959604959149,1.0,0.0,-0.003080385365987759,110.68399810791016,75149,846869,1.607,22.403000000000002,12.21,1675.0,0.0047741911760199604,41.071428571428584,0.0,1.2959761138364567,6.291337622537481
2018-01-21,11600.099609375,-0.15815691979365376,-0.3385542309129467,-0.22160049863399545,1.1424230760879053,0.01627963692477663,0.0,0.0,-0.003080385365987759,110.68399810791016,76295,864703,1.6,19.1,10.15,1186.0,0.004849098494644544,39.285714285714285,0.0,1.2959761138364567,6.291337622537481
2018-01-22,10931.400390625,0.060614961941077176,-0.018900581503549785,-0.049322839429299714,1.1685709422070358,0.022888075938268804,0.0,0.0,-0.003080385365987759,110.68399810791016,93708,809424,1.3730000000000002,14.38,7.126,1588.0,0.005026010209842058,46.42857142857143,0.0,1.2959761138364567,6.291337622537481
2018-01-23,10868.400390625,-0.08320750444830782,-0.18142223172419011,-0.24235266548147105,1.123192136983478,-0.03883273456881675,0.0,1.0,0.0025478417375532914,110.96600341796876,81995,784072,1.345,11.364,5.142,888.717,0.005079391922498511,44.64285714285714,0.0,1.2959761138364567,6.291337622537481
2018-01-24,11359.400390625,0.02902305645986103,0.0005848083407644643,-0.4727328185434714,1.080979022326897,-0.03758316432836828,1.0,0.0,-0.0077411201017344436,110.10700225830078,78855,848037,1.474,12.569,5.85,1582.0,0.005053722087349444,41.071428571428584,0.0,1.2959761138364567,8.388450163383308
2018-01-25,11259.400390625,-0.10741586473338782,-0.15793557703613936,-0.5287898511185172,1.0658653733209291,-0.013981445239736878,0.0,0.0,-0.007093153417643937,109.32599639892578,79509,750794,1.1740000000000002,10.635,5.687,1411.0,0.004585866920174818,37.5,0.0,1.2959761138364567,6.291337622537481
2018-01-26,11171.400390625,0.09838982459157064,0.008859691066184894,-0.3511358018984946,1.1133110238251107,0.04451373662356173,0.0,1.0,0.0034576038078444338,109.7040023803711,73227,723781,1.227,10.523,5.544,1307.0,0.003678133555529151,37.5,0.0,1.2959761138364567,6.291337622537481
2018-01-27,11440.7001953125,-0.22192544411386994,-0.23717155689566485,-0.2939490337766306,1.0569377374323743,-0.05063570303925447,1.0,1.0,-0.0097079634133459,108.63899993896484,63956,778222,1.166,9.824,5.114,1080.0,0.004726099692833108,32.142857142857146,0.0,1.2959761138364567,6.291337622537481
2018-01-28,11786.2998046875,0.10115559479346324,-0.058920302520251926,-0.2924443245515136,1.0492361863843598,-0.007286664838672462,1.0,0.0,-0.0097079634133459,108.63899993896484,66645,641321,1.3159999999999998,8.529,5.0360000000000005,928.8389999999999,0.008298167438840931,30.357142857142854,0.0,1.2959761138364567,6.291337622537481
2018-01-29,11296.400390625,-0.14885589489234274,-0.2707557744863215,-0.2846269615403485,1.0622942072684685,0.012445263567496978,0.0,0.0,-0.0097079634133459,108.63899993896484,82322,653494,1.136,7.143,4.864,1001.0,0.00516269513758405,32.142857142857146,0.0,1.2959761138364567,6.291337622537481
2018-01-30,10106.2998046875,0.21534017569492536,0.13906797035785526,-0.1802665194748907,1.1266415550970807,0.060573942122937874,0.0,1.0,0.0026418004918842275,108.9260025024414,84246,707495,1.115,7.309,4.6160000000000005,1279.0,0.004728545389959482,35.714285714285715,0.0,1.2959761138364567,6.291337622537481
2018-01-31,10221.099609375,-0.06907957052472846,-0.03702832807569823,-0.1676342820776645,1.0617933659725782,-0.057558847204881136,1.0,0.0,-0.0017810278508685329,108.73200225830078,81651,579948,0.912,8.068,3.786,1751.0,0.0045555974150173215,37.5,0.0,1.2959761138364567,6.291337622537481
2018-02-01,9170.5400390625,0.23855267277331715,0.4012799136005012,0.0018519781318455664,1.1675524932747103,0.09960424569545047,0.0,0.0,0.0043133036353995005,109.20099639892578,93008,726833,1.226,8.107999999999999,3.803,1389.0,0.0042060685087208505,50.0,0.0,1.2959761138364567,8.388450163383308
2018-02-02,8830.75,0.27787809903313576,0.4733857631105067,0.434312633111392,1.1726148559936451,0.004335875901164688,0.0,1.0,0.001877289015805195,109.40599822998048,102640,763496,0.9520000000000001,10.181000000000001,3.9210000000000003,1757.0,0.0037632864119505616,66.07142857142857,0.0,1.2959761138364567,8.388450163383308
2018-02-03,9174.91015625,-0.4292569090372352,-0.09667387459503553,-0.2547053811852835,1.1428954199271002,-0.02534458429776687,1.0,0.0,0.005749277391598584,110.03500366210938,76444,620918,0.914,6.859,3.7089999999999996,983.301,0.0033027102830485155,42.857142857142854,0.0,1.2959761138364567,4.194225081691654
2018-02-04,8277.009765625,-0.026190219417794647,-0.2897614810316742,-0.06721639497581333,1.1623227688283622,0.016998360972083404,0.0,0.0,0.005749277391598584,110.03500366210938,78202,595294,0.981,5.662999999999999,3.142,968.684,0.002886776736915397,37.5,0.0,1.2959761138364567,6.291337622537481
2018-02-05,6955.27001953125,0.3126775402776889,-0.2704201184798336,0.1119628270918116,1.2380103284647188,0.06511750579630382,0.0,1.0,0.005749277391598584,110.03500366210938,99959,777110,0.7809999999999999,6.193,2.559,987.9810000000001,0.0038114091974423845,64.28571428571429,0.0,1.2959761138364567,8.388450163383308
2018-02-06,7754.0,0.5077396983964781,0.927340983950902,0.9697610398599236,1.2980097581012615,0.04846440151347475,1.0,0.0,-0.008542758305282283,109.09500122070312,109734,849088,0.6759999999999999,4.614,2.191,921.674,0.003558920536331556,83.92857142857143,0.0,1.2959761138364567,8.388450163383308
2018-02-07,7621.2998046875,-0.34504208700028083,0.2962770077464292,0.0615222022403179,1.1758127989940723,-0.0941417877211802,0.0,1.0,0.004876462484177503,109.6269989013672,95072,694798,0.727,4.588,2.517,931.117,0.0030324249234834344,50.0,0.0,1.2959761138364567,6.291337622537481
2018-02-08,8265.58984375,0.019354896349549792,0.006619123377504144,0.16236342030580464,1.120571689511612,-0.046981211235087805,1.0,1.0,-0.003931511034495738,109.1959991455078,101569,651284,0.677,4.195,2.377,717.7410000000001,0.007183754356136385,42.857142857142854,0.0,1.2959761138364567,4.194225081691654
2018-02-09,8736.98046875,-0.274098495500393,-0.5153630716927253,-0.3187521418156757,1.1080915483302272,-0.011137298307816623,1.0,0.0,-0.006108280725612758,108.52899932861328,89542,689413,0.8029999999999999,4.127,2.405,847.748,0.00268307816142066,37.5,0.0,1.2959761138364567,4.194225081691654
2018-02-10,8621.900390625,0.1468189280058365,-0.151409897396524,-0.3886209185208358,1.0997026214774372,-0.007570608101317155,0.0,0.0,0.002497062764984737,108.8000030517578,77570,593126,0.858,4.248,2.2880000000000003,838.92,0.0026926228822772287,30.357142857142854,0.0,1.2959761138364567,4.194225081691654
2018-02-11,8129.97021484375,-0.2131832546915916,-0.3449926958486521,-0.15716316735849278,1.0863726061607375,-0.012121472711223548,0.0,1.0,0.002497062764984737,108.8000030517578,75335,730277,0.7040000000000001,3.469,2.059,543.462,0.0029745026742724607,28.57142857142857,0.0,1.2959761138364567,4.194225081691654
2018-02-12,8926.5703125,0.0219284255894383,-0.07787684839915954,-0.11551625935080145,1.1037274444244327,0.01597503302759784,1.0,0.0,0.002497062764984737,108.8000030517578,83783,781308,0.8340000000000001,3.245,1.7619999999999998,751.385,0.003226217730893488,32.142857142857146,0.0,1.2959761138364567,4.194225081691654
2018-02-13,8598.3095703125,-0.08946300982298205,-0.2678641601327825,-0.3864790564628208,1.0594955846039773,-0.04007498413117872,0.0,1.0,-0.0010110349932548337,108.69000244140624,73084,729810,0.7609999999999999,3.247,1.6769999999999998,826.6339999999999,0.0029561440830152552,28.57142857142857,0.0,1.2959761138364567,4.194225081691654
2018-02-14,9494.6298828125,0.3884867224870277,0.2919919393861643,-0.4350048055542553,1.1068172873157658,0.04466436991285483,1.0,1.0,-0.008519665853725655,107.76399993896484,72888,815887,0.875,2.9419999999999997,1.382,796.19,0.002561785867756683,28.57142857142857,0.0,1.2959761138364567,4.194225081691654
2018-02-15,10166.400390625,0.14573282299601642,0.4485139418127044,-0.011641013471068606,1.0893206933030553,-0.015808023793288384,1.0,1.0,-0.010922032903303736,106.58699798583984,74208,640344,0.7929999999999999,3.1830000000000003,1.693,931.582,0.0029673753564971594,30.357142857142854,0.0,1.2959761138364567,4.194225081691654
2018-02-16,10233.900390625,-0.1949100900923907,0.2807650556702677,-0.21939076344212535,1.0508181606374798,-0.03534545235602515,1.0,1.0,-0.004465816035722492,106.11100006103516,74964,637546,0.955,3.1239999999999997,1.217,814.176,0.0022956514116339037,28.57142857142857,0.0,1.2959761138364567,4.194225081691654
2018-02-17,11112.7001953125,0.1870464309834059,0.09495291790653647,0.2765084553550583,1.0975525224415774,0.04447426163223733,1.0,0.0,0.0014136284248817965,106.26100158691406,69716,680664,0.88,3.0010000000000003,1.103,776.008,0.0025910417737156077,25.0,0.0,1.2959761138364567,4.194225081691654
2018-02-18,10551.7998046875,0.009598255640797415,-0.03514804347096545,0.1237700027136599,1.0991477633824809,0.0014534529403249508,0.0,1.0,0.0014136284248817965,106.26100158691406,62968,631438,1.012,3.014,1.077,741.691,0.00214271694327528,28.57142857142857,0.0,1.2959761138364567,4.194225081691654
2018-02-19,11225.2998046875,-0.12487633316594593,0.04878321260615204,0.2498942496037182,1.072347106042376,-0.024383125029185937,1.0,1.0,0.0014136284248817965,106.26100158691406,69225,688075,0.986,2.965,0.785,764.86,0.002497211718941239,25.0,0.0,1.2959761138364567,4.194225081691654
2018-02-20,11403.7001953125,0.2972325828370408,0.14613524813691736,0.5866116501763681,1.0647002446579592,-0.007130957263118298,1.0,0.0,0.004216015661292039,106.70899963378906,75215,610136,0.993,3.042,0.529,980.863,0.002919723874440949,26.78571428571429,0.0,1.2959761138364567,4.194225081691654
2018-02-21,10690.400390625,-0.052505769873323234,0.07563234037609701,0.6510096791362818,1.0896451437282433,0.023429034787437075,0.0,0.0,0.006297473246105857,107.38099670410156,69562,615201,0.9420000000000001,2.153,0.204,1085.0,0.002564907306197961,26.78571428571429,0.0,1.2959761138364567,4.194225081691654
2018-02-22,10005.0,-0.1451579450711613,0.05070379769466205,0.016468133229446513,1.1106751003278956,0.019299821341558943,0.0,1.0,0.0016204319797263886,107.55500030517578,66124,633718,0.8079999999999999,2.121,0.205,941.308,0.0022399015522787113,26.78571428571429,0.0,1.2959761138364567,4.194225081691654
2018-02-23,10301.099609375,-0.037385180842143706,-0.22032250840142864,-0.14598999992881467,1.0773265835950745,-0.030025447336467836,1.0,0.0,-0.006889473407564739,106.81400299072266,62576,643584,0.88,4.015,0.675,864.775,0.002003328109601465,23.214285714285715,0.0,1.2959761138364567,4.194225081691654
2018-02-24,9813.0703125,-0.10615285801448526,-0.26446781903606603,-0.051839566740714216,1.1100066826260009,0.03033444039027788,0.0,0.0,0.0024340863515668327,107.0739974975586,56616,627718,0.905,6.209,2.378,845.477,0.0019993228100159133,19.642857142857142,0.0,0.0,2.097112540845827
2018-02-25,9664.73046875,-0.17505093037958094,-0.2901886554790684,-0.3410669988534967,1.0548694469713933,-0.04967288622458255,0.0,1.0,0.0024340863515668327,107.0739974975586,63393,443104,0.865,2.763,1.344,832.952,0.0019953334942472978,19.642857142857142,0.0,1.2959761138364567,4.194225081691654
2018-02-26,10366.7001953125,0.2769873807313181,-0.0583771290305487,-0.16655053382850038,1.1024307661063384,0.04508739851314969,1.0,1.0,0.0024340863515668327,107.0739974975586,66533,517139,0.81,2.464,0.45399999999999996,841.1189999999999,0.001991360066806891,21.428571428571427,0.0,1.2959761138364567,4.194225081691654
2018-02-27,10725.599609375,-0.04411691350921088,0.006974608894798617,-0.08963695263747827,1.0617210855579,-0.03692719924011223,1.0,0.0,-4.6671026904365747e-05,107.06900024414062,64827,594737,0.92,2.436,0.473,894.683,0.001987402432965135,23.214285714285715,0.0,1.2959761138364567,4.194225081691654
2018-02-28,10397.900390625,-0.004305069448221399,0.2153956531307466,-0.3012479926782724,1.0670348809785342,0.0050048882827280474,0.0,1.0,0.0033343195274704307,107.4260025024414,68823,680281,0.847,2.878,0.596,815.6039999999999,0.001983460498744316,19.642857142857142,0.0,1.2959761138364567,4.194225081691654
2018-03-01,10951.0,0.0549422369683108,0.004060203305238153,-0.22200792126034666,1.0675765352204216,0.000507625618940466,1.0,1.0,-0.007316693300349786,106.63999938964844,61852,692152,1.005,2.377,0.6709999999999999,900.775,0.0019795341709103464,19.642857142857142,0.0,1.2959761138364567,4.194225081691654
2018-03-02,11086.400390625,0.04145124234845698,0.09394104875707597,-0.05217482894179881,1.0312347722902169,-0.034041365402154744,1.0,1.0,-0.004472968662962873,106.16300201416016,61317,595877,0.907,2.371,0.601,825.7869999999999,0.0019756233569665493,19.642857142857142,0.0,1.2959761138364567,2.097112540845827
2018-03-03,11489.7001953125,-0.1220403971656746,-0.035411330096168585,-0.1355293995300807,1.0477895537355215,0.016053358449637182,1.0,1.0,-0.005717644064170524,105.55599975585938,0,754220,1.031,2.44,0.597,561.935,0.00199292934111428,19.642857142857142,0.0,1.2959761138364567,4.194225081691654
2018-03-04,11512.599609375,-0.0906380858801058,-0.16852300679239962,-0.12052452481138033,1.0338089648267013,-0.013342935954054558,1.0,1.0,-0.005717644064170524,105.55599975585938,0,651221,0.877,2.356,0.617,571.312,0.0016874467713694494,17.857142857142858,0.0,1.2959761138364567,2.097112540845827
2018-03-05,11573.2998046875,0.06317894186746642,-0.15117598032513513,0.1334515542149295,1.0227369349494826,-0.010709937961385974,1.0,0.0,-0.005717644064170524,105.55599975585938,0,661842,0.88,2.552,0.521,782.433,0.0008185380382548235,19.642857142857142,0.0,1.2959761138364567,4.194225081691654
2018-03-06,10779.900390625,0.056215171491040605,0.02116407703986689,-0.06250543601589742,1.07534853327511,0.05144196569788129,0.0,0.0,0.006574711487227436,106.25,0,706253,0.894,1.999,0.457,653.922,0.0008178685817104013,19.642857142857142,0.0,1.2959761138364567,4.194225081691654
2018-03-07,9965.5703125,0.2877182559279836,0.446037714890174,0.2629461509853872,1.1276686491553272,0.04865410075082322,0.0,0.0,-0.00671056410845583,105.53700256347656,0,771278,0.789,1.699,0.306,625.0319999999999,0.0008172002193260753,23.214285714285715,0.0,1.2959761138364567,4.194225081691654
2018-03-08,9395.009765625,-0.18320487809817576,0.11092921905858287,0.03602842968969488,1.0869260458051424,-0.036129942408794184,0.0,0.0,0.0061494492930138644,106.18599700927734,0,762458,0.7879999999999999,1.765,0.265,717.617,0.0008165329484215443,21.428571428571427,0.0,1.2959761138364567,4.194225081691654
2018-03-09,9337.5498046875,0.21125542309936085,0.2740008642033225,0.18953911405905102,1.1119835481981148,0.02305354857368513,0.0,0.0,0.0020718477661787467,106.40599822998048,0,710720,0.64,1.571,0.2,726.92,0.0008158667663251684,23.38237553283145,0.08598609975542135,1.7254782841280782,3.4064527659460078
2018-03-10,8866.0,-0.38118083533701497,-0.38777279351523664,-0.29318860935241386,1.079611824892236,-0.029111692666977662,0.0,1.0,0.004558019457731266,106.89099884033205,0,636583,0.708,2.387,0.374,603.469,0.0008152016703744103,17.894675152677127,0.042993049877710666,1.1503188560853854,2.433180547104291
2018-03-11,9578.6298828125,0.16895585958991474,-0.12381139256271245,-0.05891875428543448,1.128355305399293,0.0451490798666665,1.0,0.0,0.004558019457731266,106.89099884033205,0,684854,0.789,2.3819999999999997,0.304,541.044,0.0008145376579151709,16.94029247786768,0.08598609975542135,1.4378985701067315,2.6764986018147203
2018-03-12,9205.1201171875,0.025574994401345696,-0.2581274692106737,0.061347938943567375,1.1095381024281614,-0.016676664594112656,0.0,0.0,0.004558019457731266,106.89099884033205,0,737014,0.718,1.681,0.214,565.518,0.0008138747263017888,19.564844833593657,0.042993049877710666,1.4378985701067315,2.6764986018147203
2018-03-13,9194.849609375,-0.0722055288294765,0.11228816378768536,-0.07380337310817031,1.0571755486942542,-0.0471931100151628,0.0,0.0,-0.005903179041708785,106.26000213623048,0,640393,0.687,2.839,0.807,647.564,0.0008132128728974841,18.61046215878421,0.042993049877710666,1.4378985701067315,2.919816656525149
2018-03-14,8269.8095703125,0.07462522790988624,0.02253041610239648,-0.05765956773946679,1.1595396209936393,0.09682788485395588,0.0,1.0,0.002333908278251861,106.50800323486328,0,467570,0.662,1.705,0.44299999999999995,772.7439999999999,0.0008125520950739151,21.47361018321255,0.042993049877710666,1.7254782841280782,3.163134711235578
2018-03-15,8300.8603515625,0.06153864261068365,0.05838730064892395,-0.22317573837754512,1.0829109180695278,-0.06608545455173509,1.0,1.0,-0.003314346761228659,106.15499877929688,0,494451,0.642,1.445,0.218,750.1510000000001,0.0008118923902111773,23.859566870236172,0.042993049877710666,1.4378985701067315,3.4064527659460078
2018-03-16,8338.349609375,-0.2260686147712821,-0.11713296947513753,-0.2639418860914726,1.072431964257123,-0.0096766535802274,1.0,0.0,0.0014507025611998348,106.30899810791016,0,489203,0.675,1.3219999999999998,0.207,679.697,0.0008112337556982485,20.04203617099838,0.042993049877710666,1.4378985701067315,2.433180547104291
2018-03-17,7916.8798828125,-0.16320059782282526,-0.31252069637146684,-0.4914920685265005,1.0683121409717289,-0.0038415707687786678,0.0,1.0,-0.003198189654139205,105.96900177001952,0,367021,0.594,1.129,0.151,574.212,0.0008105761889323215,18.133270821379487,0.042993049877710666,1.1503188560853854,2.433180547104291
2018-03-18,8223.6796875,0.4999921340214677,-0.02856711347855223,0.2326022541871051,1.114560779941554,0.04329131645715245,1.0,1.0,-0.003198189654139205,105.96900177001952,0,438266,0.596,1.187,0.131,767.289,0.0008099196873188053,21.712205851914916,0.08598609975542135,1.4378985701067315,3.163134711235578
2018-03-19,8630.650390625,0.013543820825025144,0.2721926236252301,0.06872846225742624,1.060308738357117,-0.04867571384243563,1.0,1.0,-0.003198189654139205,105.96900177001952,0,483206,0.609,1.345,0.156,645.288,0.0008092642482717682,20.757823177105465,0.042993049877710666,1.7254782841280782,2.919816656525149
2018-03-20,8913.4697265625,-0.05458672292868039,0.4373191403318333,-0.014806246917149268,1.0788007841003755,0.017440246481332355,1.0,1.0,0.00025479552317286824,105.99600219726562,0,453198,0.58,1.39,0.251,654.872,0.0008086098692139387,19.326249164891298,0.08598609975542135,1.4378985701067315,2.6764986018147203
2018-03-21,8929.2802734375,-0.05008969148687792,-0.08977904813140393,0.008677817141387267,1.0374211719593291,-0.038357046779080466,1.0,0.0,0.0044624284213439225,106.46900177001952,0,466555,0.708,1.4340000000000002,0.205,629.759,0.0008079565475755945,18.61046215878421,0.042993049877710666,1.4378985701067315,2.6764986018147203
2018-03-22,8728.4697265625,-0.08484673541987843,-0.17813945635452064,-0.14100769897066068,1.0625587626096606,0.024230844067752555,0.0,1.0,-0.005071907377264484,105.9290008544922,0,472231,0.6409999999999999,1.32,0.183,600.534,0.0008073042807961173,18.84905782748657,0.08598609975542135,1.4378985701067315,2.433180547104291
2018-03-23,8879.6201171875,0.07661849793126785,-0.06408098398027717,-0.12880514778593788,1.0620767350657467,-0.00045364789306334696,1.0,0.0,-0.009072100439013077,104.96800231933594,0,501861,0.635,1.249,0.17800000000000002,614.1569999999999,0.0008066530663224379,16.463101140462953,0.042993049877710666,1.1503188560853854,2.189862492393861
2018-03-24,8668.1201171875,-0.04862517360482599,-0.06263803708010207,0.07093841534360301,1.0381365019258646,-0.022540963707674225,0.0,0.0,-0.0010384227313039454,104.85900115966795,0,410341,0.665,1.232,0.163,575.69,0.0008060029016103697,14.792931459546425,0.042993049877710666,0.8627391420640391,2.189862492393861
2018-03-25,8495.7802734375,-0.19325636190226905,-0.17367851981888138,0.03247295722851029,1.0275662694272851,-0.010181929331037344,0.0,0.0,-0.0010384227313039454,104.85900115966795,0,347133,0.588,1.281,0.174,541.385,0.000805353784123719,15.031527128248786,0.042993049877710666,1.1503188560853854,2.189862492393861
2018-03-26,8209.400390625,0.29566636084040554,-0.005555870377700335,-0.10816833714192642,1.0768358602976291,0.04794784758534765,0.0,0.0,-0.0010384227313039454,104.85900115966795,0,474697,0.628,1.1840000000000002,0.157,627.224,0.0008047057113338418,20.04203617099838,0.042993049877710666,1.4378985701067315,2.6764986018147203
2018-03-27,7833.0400390625,-0.09167133539613492,-0.050550757470033465,-0.20074865365375535,1.05585287437169,-0.01948577930915063,0.0,1.0,0.0061129596242861526,105.5,0,503427,0.601,1.175,0.155,537.295,0.000804058680721198,18.84905782748657,0.042993049877710666,1.4378985701067315,2.6764986018147203
2018-03-28,7954.47998046875,-0.08236143062023082,0.07996047749230373,-0.2242293610387972,1.040173311373973,-0.014850139994217804,1.0,0.0,-6.638657990221121e-05,105.49299621582031,0,452296,0.529,1.078,0.16,558.7040000000001,0.000803412689773797,16.701696809165316,0.042993049877710666,1.4378985701067315,2.6764986018147203
2018-03-29,7165.7001953125,0.28892729902508885,0.07434335209962263,0.05263828108611146,1.1289226408441042,0.08532167524362011,0.0,0.0,0.012503202027196014,106.81199645996094,0,461083,0.597,1.068,0.146,575.4580000000001,0.0008027677359878638,20.519227508403105,0.042993049877710666,1.4378985701067315,2.919816656525149
2018-03-30,6890.52001953125,-0.011274539355489277,0.16943422253256846,0.13726335209701054,1.0886798582391637,-0.03564706840749576,0.0,1.0,-0.003117629050499948,106.47899627685548,0,479054,0.51,0.958,0.129,563.905,0.000802123816867395,23.143779864129087,0.042993049877710666,1.4378985701067315,2.919816656525149
2018-03-31,6973.52978515625,-0.2760533267167033,-0.07740580738850933,-0.2352741272979664,1.0501681465407189,-0.035374689268830695,1.0,0.0,-0.0015683827114627569,106.31199645996094,0,377428,0.46299999999999997,0.95,0.127,494.839,0.0008014809299246027,16.701696809165316,0.042993049877710666,1.1503188560853854,1.9465444376834324
2018-04-01,6844.22998046875,-0.0046493322635907655,-0.28754341198284616,-0.19992584740400832,1.0818279004386164,0.03014731879098198,0.0,1.0,-0.0015683827114627569,106.31199645996094,0,358431,0.551,0.925,0.128,443.7,0.0008008390726799153,18.371866490081853,0.042993049877710666,1.4378985701067315,2.433180547104291
2018-04-02,7083.7998046875,-0.04383400449944519,-0.31100513757551473,-0.05173878979069857,1.0467815433933059,-0.032395501198574365,1.0,1.0,-0.0015683827114627569,106.31199645996094,0,405224,0.502,0.892,0.12,504.634,0.0008001982426613098,20.04203617099838,0.042993049877710666,0.8627391420640391,2.189862492393861
